"","linesRemove","Freq","class","city","p","medianDocMidDist"
"4746","actual estimate goal",570,0,"Louisiana_Shreveport",0.000456435256660752,0.182162244839307
"284175","office abo have worked in the last year to update and revise the alcohol laws in an",8,0,"Louisiana_Shreveport",6.40610886541406e-06,0.20961542201478
"160754","examination of the railroad issue since it is a federal venue as i understand it not a state",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.0910489510489511
"171501","form center",56,0,"Louisiana_Shreveport",4.48427620578984e-05,0.247092671108419
"306633","parts thereof in conflict herewith are hereby repealed",4,0,"Louisiana_Shreveport",3.20305443270703e-06,0.120889115652814
"286221","of ordinances relative to the funky fridays event and to otherwise",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.227969348659004
"215651","is going to look easy compared to",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.278185745140389
"65160","bulk",24,0,"Louisiana_Shreveport",1.92183265962422e-05,0.318335360874565
"462329","with government auditing standards in considering the internal control over financial reporting",2,0,"Louisiana_Shreveport",1.60152721635351e-06,0.417864100486642
"99507","councilman carmody i would support the underground as well just from the",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.354862119013062
"407672","thereof which was filed with the original copy of this resolution for public inspection in the",4,0,"Louisiana_Shreveport",3.20305443270703e-06,0.105167519894571
"176775","funding as it affects the lease rates and so when we get that done we can enter into an",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.00915141430948419
"434313","unfunded needs",480,0,"Louisiana_Shreveport",0.000384366531924844,0.202057360599042
"64129","budget change budget years",1006,0,"Louisiana_Shreveport",0.000805568189825818,0.241881285235104
"144989","distribution and collection systems",46,0,"Louisiana_Shreveport",3.68351259761308e-05,0.10239713181608
"369802","spar weightlifting vs olympian kendrick",1451,0,"Louisiana_Shreveport",0.00116190799546447,0.140718562874251
"32934","apparently prior counsel for the dda decided that it necessary to bring this issue before the",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.121456763545031
"421391","to accept a monetary donation",4,0,"Louisiana_Shreveport",3.20305443270703e-06,0.304627206783479
"363567","sign in",3185,0,"Louisiana_Shreveport",0.00255043209204297,0.457446808510638
"180633","glad a year ago we budget like the lady from one of the arts organization",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.060752688172043
"136292","debit service for what you were doing these jobs today what paying for the",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.475690607734807
"388990","that was my concern it had nothing to do with raiding the fund but in fact it was",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.0634199134199134
"208725","in one or more series for the purpose of refunding certain existing",2,0,"Louisiana_Shreveport",1.60152721635351e-06,0.264643363249882
"212915","in the practice of questioning motive i just look at what you say and",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.350284784377543
"291379","one or more series for the purpose of refunding certain existing",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.0037593984962406
"68160","by compressed natural gas that be able to take some significance there there is also",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.373394495412844
"121289","councilman shyne yeah have the amendment",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.46555639666919
"347412","rss",3859,0,"Louisiana_Shreveport",0.00309014676395411,0.287671232876712
"331691","rebate incentive pay trip and the film industry incentive program fiip each agreement was negotiated under a",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.123637887678122
"122308","councilman walford and this will be mary smith and elvira smith",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.22554347826087
"250488","month",88,0,"Louisiana_Shreveport",7.04671975195546e-05,0.350393700787402
"454592","whereas section of the charter of the city of shreveport requires the department of",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.104492852280463
"283397","ofc cler training",28,0,"Louisiana_Shreveport",2.24213810289492e-05,0.286738057976915
"322710","property for business operations in the city of shreveport requiring the provision of",29,0,"Louisiana_Shreveport",2.3222144637126e-05,0.451634877384196
"192808","hereby repealed",1074,0,"Louisiana_Shreveport",0.000860020115181837,0.237200270305083
"76474","charges for services",120,0,"Louisiana_Shreveport",9.60916329812109e-05,0.340939243614406
"290142","old business",30,0,"Louisiana_Shreveport",2.40229082453027e-05,0.176509316770186
"79936","city office and now brings the lease into final agreement between parties",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.000324464633354964
"204923","increase internal service charges by",6,0,"Louisiana_Shreveport",4.80458164906054e-06,0.118339552238806
"2801613","posted date total tac amount",589240,0,"New York_New York City",0.0343559921919472,0.251235927049146
"650365","careers page of",1,0,"New York_New York City",5.83056007602117e-08,0.189189189189189
"2194252","managing modesto santiago owner",3,0,"New York_New York City",1.74916802280635e-07,0.380882644956315
"142973","agent ogden cap properties information douglas elliman property mgmt",7,0,"New York_New York City",4.08139205321482e-07,0.480260833933845
"3101407","r mcleod cuny laguardia community c n",7,0,"New York_New York City",4.08139205321482e-07,0.0813652893306025
"584004","brooklyn ny",52721,0,"New York_New York City",0.00307392957767912,0.254138359965554
"3287655","soil bacteria that produce toxins which control mosquito larvae these microbial larvicides",2,0,"New York_New York City",1.16611201520423e-07,0.0402501613807396
"3584281","them to the historic daily values to generate future hdd and cdd for",1,0,"New York_New York City",5.83056007602117e-08,0.451161310849507
"2296865","mixed use number of units",179,0,"New York_New York City",1.04367025360779e-05,0.426062846580407
"1017407","design development",19,0,"New York_New York City",1.10780641444402e-06,0.235860143969443
"568610","breastfeeding",40,0,"New York_New York City",2.33222403040847e-06,0.243186735326493
"72077","administrative and political districts election districts clipped to shoreline",12,0,"New York_New York City",6.99667209122541e-07,0.129091697376978
"3226114","share",12681,0,"New York_New York City",0.000739373323240245,0.166666666666667
"4091957","y shteyn transit authority",7,0,"New York_New York City",4.08139205321482e-07,0.333006954382265
"3362691","straphangers are consistently getting less for more and this is an important way the city can help them access an important tax break while promoting mass transit use at the same time",1,0,"New York_New York City",5.83056007602117e-08,0.00526315789473684
"3768164","to years",18194,0,"New York_New York City",0.00106081210023129,0.246495250573207
"3476773","th",2308,0,"New York_New York City",0.000134569326554569,0.220478877776946
"3013725","renewal approved active increase to",1573,0,"New York_New York City",9.17147099958131e-05,0.273851590106007
"3252648","sincerely",34895,0,"New York_New York City",0.00203457393852759,0.252434640247093
"1825820","information west street suite w st",107,0,"New York_New York City",6.23869928134266e-06,0.293470739422697
"953853","d chin department of parks recr u",6,0,"New York_New York City",3.4983360456127e-07,0.338403194006278
"3213385","several amendments to article are proposed in order to achieve consistency",1,0,"New York_New York City",5.83056007602117e-08,0.311855670103093
"1546007","g more housing authority a",7,0,"New York_New York City",4.08139205321482e-07,0.118356305390274
"444453","av and w st manhattan",164,0,"New York_New York City",9.56211852467473e-06,0.437017563360635
"2584106","one in three children are overweight or obese in this country while",2114,0,"New York_New York City",0.000123258040007088,0.250902383247942
"748769","clean ups",5,0,"New York_New York City",2.91528003801059e-07,0.127118644067797
"2341213","m rivera transit authority",140,0,"New York_New York City",8.16278410642964e-06,0.256000151684386
"2215392","marine park one family dwellings madison place",3,0,"New York_New York City",1.74916802280635e-07,0.177612718269481
"2431428","n koloszuk fire department d",7,0,"New York_New York City",4.08139205321482e-07,0.0211926640054229
"2281960","midtown east coops elevator apartments tudor city place",105,0,"New York_New York City",6.12208807982223e-06,0.0956292096719484
"747687","c l cruz police department a",7,0,"New York_New York City",4.08139205321482e-07,0.30242717056077
"2949007","rarely value label frequency percent",1,0,"New York_New York City",5.83056007602117e-08,0.463375455129578
"153015","agent the penson information the pension corporation",21,0,"New York_New York City",1.22441761596445e-06,0.0328464852369444
"2138767","long island city ny",6753,0,"New York_New York City",0.00039373772193371,0.331493661775082
"447377","avenue ave",174,0,"New York_New York City",1.01451745322768e-05,0.281354393255719
"2334886","moved in to",3103,0,"New York_New York City",0.000180922279158937,0.250922225637873
"2378172","national association of state budget officers tax expenditure reporting closing the loophole in",10,0,"New York_New York City",5.83056007602117e-07,0.473756398001304
"2735668","permit for demolition excavation or foundation work to be",3,0,"New York_New York City",1.74916802280635e-07,0.441441441441441
"3595099","the objective of the indirect business displacement analysis is to determine whether the proposed",12,0,"New York_New York City",6.99667209122541e-07,0.305733603152257
"1642603","h khan transit authority",11,0,"New York_New York City",6.41361608362329e-07,0.031436814472111
"3740436","to made in ny media center by ifp john st brooklyn",1,0,"New York_New York City",5.83056007602117e-08,0.178947368421053
"1802604","information",99502,0,"New York_New York City",0.00580152388684259,0.249357246471974
"2802677","post the proof of age sign and tax stamp sign provided in this kit where your customers can easily see them",1,0,"New York_New York City",5.83056007602117e-08,0.3
"1414383","forest hills ny",2800,0,"New York_New York City",0.000163255682128593,0.272896519405274
"1123488","drie tac report tac issued in calender year",25516,0,"New York_New York City",0.00148772570899756,0.248828678100596
"2405115","new hyde park road suite new hyde park rd ste",109,0,"New York_New York City",6.35531048286308e-06,0.00890892232760258
"1820653","information republic airport suite ion",23,0,"New York_New York City",1.34102881748487e-06,0.222216635350782
"441746","av",6455,0,"New York_New York City",0.000376362652907167,0.230736842105263
"3943444","welsh",899,0,"New York_New York City",5.24167350834304e-05,0.246777246912467
"558610","borough of manhattan to change managing agent information please download the scrie property change form from finance",22567,0,"New York_New York City",0.0013157824923557,0.246772439699486
"2194920","managing owner",122517,0,"New York_New York City",0.00714342728833886,0.251702577192437
"558645","borough of queens to change agent owner information please download the scrie property change form on finance",5676,0,"New York_New York City",0.000330942589914962,0.252813871256337
"3763790","to to credit",1475691,0,"New York_New York City",0.0860410502914376,0.252988805851823
"3117147","r p menoni department of environmenta e",7,0,"New York_New York City",4.08139205321482e-07,0.0917282668458672
"2214351","margin of margin of margin of margin of margin of margin of",616,0,"New York_New York City",3.59162500682904e-05,0.241534211683548
"1133437","d the contractor agrees to include the provisions of the foregoing paragraphs in every",6,0,"New York_New York City",3.4983360456127e-07,0.0794348889555456
"1343773","faucets use or gallons a minute frank secretary",1,0,"New York_New York City",5.83056007602117e-08,0.178819444444444
"675443","cecilia kushner",6,0,"New York_New York City",3.4983360456127e-07,0.47595629043832
"1661606","houses brooklyn and removed one new stove from the premises during a follow up",1,0,"New York_New York City",5.83056007602117e-08,0.148760330578512
"3438153","t a chinapen transit authority",7,0,"New York_New York City",4.08139205321482e-07,0.338449615363805
"2211081","map chang s h our concept of he neighborhood",1,0,"New York_New York City",5.83056007602117e-08,0.190647482014388
"3013755","renewal approved expired two year",19965,0,"New York_New York City",0.00116407131917763,0.236532238520863
"1316496","expense total expense per",479,0,"New York_New York City",2.79283827641414e-05,0.183281412253375
"1409700","forces of the ongoing obesity epidemic the institute of medicine recently",22436,0,"New York_New York City",0.00130814445865611,0.246992418962329
"3895115","vision zero",35,0,"New York_New York City",2.04069602660741e-06,0.176190476190476
"1368356","filler pic x",239,0,"New York_New York City",1.39350385816906e-05,0.247280433944927
"1217994","e m illiano jr police department k",3,0,"New York_New York City",1.74916802280635e-07,0.0815834681521757
"367804","are you now or have you ever been the subject of any claim of malpractice in an",1,0,"New York_New York City",5.83056007602117e-08,0.046875
"3164324","scrie tac report tac issued in calendar year",111415,0,"New York_New York City",0.00649611850869899,0.247842035301442
"2936214","questions",203,0,"New York_New York City",1.1836036954323e-05,0.289189189189189
"369920","arno venue",1,0,"New York_New York City",5.83056007602117e-08,0.448360083740405
"4042135","would reduce ghg emissions from buildings by percent compared to levels",1,0,"New York_New York City",5.83056007602117e-08,0.275692013999364
"1130649","d s mandell business integrity commiss a",7,0,"New York_New York City",4.08139205321482e-07,0.0448084457642277
"867590","contributor of calories to the american diet as well as a leading",2197,0,"New York_New York City",0.000128097404870185,0.251372499023912
"3681433","this report also includes information on renewal tenants with a pending application these applications to renew the scrie benefit have been received by dof but deemed",25502,0,"New York_New York City",0.00148690943058692,0.253792783373421
"3133714","safer brand o insecticidal potassium laurate",3,0,"New York_New York City",1.74916802280635e-07,0.493641912512716
"1782925","increase",32949,0,"New York_New York City",0.00192111123944822,0.26168499607227
"2274645","m g bryan housing authority a",3,0,"New York_New York City",1.74916802280635e-07,0.386146211061744
"3911940","wadsworth avenue new york ny",2,0,"New York_New York City",1.16611201520423e-07,0.105053191489362
"3157119","schenck avenue boulevard boulevard",18,0,"New York_New York City",1.04950081368381e-06,0.00967720405636079
"1815153","information management office",2202,0,"New York_New York City",0.000128388932873986,0.243084146898699
"1517446","g a thomas department of sanitation v",4,0,"New York_New York City",2.33222403040847e-07,0.393645589695677
"1257269","e olmo police department x",7,0,"New York_New York City",4.08139205321482e-07,0.160530343771977
"3246717","significant for residences that predate extension of urban services that continued to be",4,0,"New York_New York City",2.33222403040847e-07,0.206521160234215
"988165","demonstrated specific human health effects or magnitude of such effects",1,0,"New York_New York City",5.83056007602117e-08,0.095959595959596
"1092927","docket app months included in this of monthly total tac for tax period tac type",117943,0,"New York_New York City",0.00687673747046165,0.248757376166108
"2686607","parking",521,0,"New York_New York City",3.03772179960703e-05,0.206422018348624
"1812925","information hoyt street bergen st",2,0,"New York_New York City",1.16611201520423e-07,0.478537161759023
"558415","borough of bronx to change agent owner information please download the scrie property change form on finance",4632,0,"New York_New York City",0.000270071542721301,0.249931551106682
"1804507","information avenue",1806,0,"New York_New York City",0.000105299914972942,0.274568419659446
"3632994","the ribbon displaying filing progression status",13,0,"New York_New York City",7.57972809882753e-07,0.27396449704142
"2059472","l a ross department of correction d",3,0,"New York_New York City",1.74916802280635e-07,0.28189838729698
"221217","american society of civil engineers asce sei guideline for structural condition",1,0,"New York_New York City",5.83056007602117e-08,0.495375311277126
"1500355","fuad f adib",2,0,"New York_New York City",1.16611201520423e-07,0.14717626925271
"1892967","irish",947,0,"New York_New York City",5.52154039199205e-05,0.241161616161616
"1691302","i",4853,0,"New York_New York City",0.000282957080489308,0.263013698630137
"2010721","k e barry police department d",7,0,"New York_New York City",4.08139205321482e-07,0.441045790326328
"2398335","n e moses transit authority",7,0,"New York_New York City",4.08139205321482e-07,0.123150484700561
"3470598","terms of indirect effects the open space ratios for residential open space study area would",1,0,"New York_New York City",5.83056007602117e-08,0.220970537261698
"1271018","e s espinal hra department of social s a",3,0,"New York_New York City",1.74916802280635e-07,0.229195923745351
"2622716","manufacturer or as measured in the field the height of the",6,0,"Washington_Seattle",3.26843100930457e-07,0.186716765607526
"3932343","self closing or automatically closing by listed closing and assemblies iebc resource a for a rating of",3,0,"Washington_Seattle",1.63421550465228e-07,0.391308512676416
"5029139","volunteer",2863,0,"Washington_Seattle",0.000155958632993983,0.256313131313131
"4058220","smcjuryduty",5,0,"Washington_Seattle",2.72369250775381e-07,0.200348432055749
"1530074","environment and sustainability",1147,0,"Washington_Seattle",6.24815061278723e-05,0.166666666666667
"3783242","rin",88,0,"Washington_Seattle",4.7936988136467e-06,0.191865598026124
"2733806","mission statement and priorities",498,0,"Washington_Seattle",2.71279773772279e-05,0.33443326183798
"2086645","identify opportunities for alternatives to traditional open space including green",1,0,"Washington_Seattle",5.44738501550762e-08,0.49829502830253
"3308042","pharmacies that serve the indian health service tribal urban indian health program not",4,0,"Washington_Seattle",2.17895400620305e-07,0.0603839990163235
"2969237","o",4122,0,"Washington_Seattle",0.000224541210339224,0.227313939351142
"1381115","drag strut see collector",3,0,"Washington_Seattle",1.63421550465228e-07,0.211787423186223
"4959270","used oil fuel marketer to burner no",224,0,"Washington_Seattle",1.22021424347371e-05,0.193822367052624
"5103461","west duwamish greenbelt",1256,0,"Washington_Seattle",6.84191557947757e-05,0.0177725118483412
"4978773","utilizing multiple rows of staples high load diaphragms with framing of",12,0,"Washington_Seattle",6.53686201860914e-07,0.126868913967035
"3585641","rainier playfield",1263,0,"Washington_Seattle",6.88004727458612e-05,0.0939323220536756
"3473223","project id end date ongoing",10452,0,"Washington_Seattle",0.000569360681820856,0.261772443868242
"11820","about this study",11,0,"Washington_Seattle",5.99212351705838e-07,0.361586757990868
"1931055","ground seismic winter ice barrier air mean",3,0,"Washington_Seattle",1.63421550465228e-07,0.443440407007685
"4946957","uptown triangle or hours",2,0,"Washington_Seattle",1.08947700310152e-07,0.180119926199262
"1814547","friends of roxhill elementary will review submittals conduct interviews of our top two or three finalists and make a selection by then the selected artist will work with our community conducting surveys meetings voting and or other methods we decide will work to serve our hopes and dreams for the mural through this process we will develop draft mural concepts revise the drafts based on community feedback and develop a final design the mural will be painted in and depending on weather friends of roxhill will host a final playground and mural unveiling party in inviting the community and media to the celebration",18,0,"Washington_Seattle",9.80529302791371e-07,0.275973917971984
"1159254","cumulative reserve subfund",28054,0,"Washington_Seattle",0.00152820939225051,0.26390977443609
"1703616","finance and administrative services",2833,0,"Washington_Seattle",0.000154324417489331,0.330601092896175
"4686727","this detail is for information only funds are appropriated in the budget at the budget control level amounts in thousands of dollars",18814,0,"Washington_Seattle",0.0010248710168176,0.235042684550291
"562237","basement the portion of a building having its floor flood insurance study the official report provided",3,0,"Washington_Seattle",1.63421550465228e-07,0.0218041846658783
"1196588","day street boat ramp",1235,0,"Washington_Seattle",6.72752049415191e-05,0.361143523920653
"4699853","this project builds or replaces aging communications infrastructure including fiber optic rings digital microwave",6,0,"Washington_Seattle",3.26843100930457e-07,0.414143843630053
"4246211","sufficiency rating",2,0,"Washington_Seattle",1.08947700310152e-07,0.402118644067797
"2610972","males years",681,0,"Washington_Seattle",3.70966919556069e-05,0.287833270747277
"1941955","guarding detainees at a hospital",497,0,"Washington_Seattle",2.70735035270729e-05,0.262790697674419
"3157686","other financing sources and uses",165,0,"Washington_Seattle",8.98818527558757e-06,0.373725934314836
"206164","amounts in thousands of dollars",7145,0,"Washington_Seattle",0.000389215659358019,0.292452830188679
"1697344","fiiri qoraalada laga sameyay talooyinka karo xubnahaspd patakara pagbaba go",4,0,"Washington_Seattle",2.17895400620305e-07,0.130745122194243
"2872583","nent laws and ordinances be issued where the building official determines a shorter",3,0,"Washington_Seattle",1.63421550465228e-07,0.468757306523264
"21","a",13995,0,"Washington_Seattle",0.000762361532920291,0.246743849493488
"4085372","source national center for charitable statistics core pc database for arts culture and humanities org the irs changed the reporting of",4,0,"Washington_Seattle",2.17895400620305e-07,0.226847521047708
"3060430","o m costs savings",46960,0,"Washington_Seattle",0.00255809200328238,0.222876219625445
"142782","a land use designation on a zoning map that modifies the underlying designation in some",6,0,"Washington_Seattle",3.26843100930457e-07,0.129088485764168
"2969216","n zon",3,0,"Washington_Seattle",1.63421550465228e-07,0.188050930460333
"3765630","revenue sources",45519,0,"Washington_Seattle",0.00247959518520891,0.228003384094755
"3473183","project id",1680,0,"Washington_Seattle",9.15160682605279e-05,0.216471935116155
"2306812","in the department initiated the policy of allocating fica taxes to o m in addition to capital projects operating expenses have been re stated to reflect",1,0,"Washington_Seattle",5.44738501550762e-08,0.176587301587302
"386720","archtext",11,0,"Washington_Seattle",5.99212351705838e-07,0.229779411764706
"1437988","education building and chapel dahp map",2,0,"Washington_Seattle",1.08947700310152e-07,0.487299371946964
"4246553","sufficiently frequent the proposal would allow for more flexibility in counting fts timing and",1,0,"Washington_Seattle",5.44738501550762e-08,0.420459990416866
"743434","byc height",435,0,"Washington_Seattle",2.36961248174581e-05,0.264456437933693
"4233645","submitted within the allowable time period post final inspection approval",3,0,"Washington_Seattle",1.63421550465228e-07,0.0809128630705394
"2580796","luqna type los e inquilinos de propiedades",3,0,"Washington_Seattle",1.63421550465228e-07,0.0213675213675214
"2017952","hispanic or latino persons of color total",423,0,"Washington_Seattle",2.30424386155972e-05,0.248857994041708
"1036382","consider accepting clients if services other",1,0,"Washington_Seattle",5.44738501550762e-08,0.431554237706943
"1618133","expenditures",4024,0,"Washington_Seattle",0.000219202773024026,0.338798752934134
"2366372","it is free to display your art and we work solely on commission there is a one time application fee you maintain possession of your work until it sells ugallery then covers the packaging and shipping of your work directly from your studio to the client",18,0,"Washington_Seattle",9.80529302791371e-07,0.202505626200245
"3719483","reroofing the process of recovering or replacing an",9,0,"Washington_Seattle",4.90264651395685e-07,0.214147286821705
"4810520","total",103068,0,"Washington_Seattle",0.00561451078778339,0.222023672583209
"4065734","socioeconomics",96,0,"Washington_Seattle",5.22948961488731e-06,0.34004042707275
"3274665","people dogs and parks strategic plan",1238,0,"Washington_Seattle",6.74386264919843e-05,0.333625503004395
"1570178","event calendar",15764,0,"Washington_Seattle",0.000858725773844621,0.423270440251572
"3094146","o p",16,0,"Washington_Seattle",8.71581602481218e-07,0.420331066606247
"3322990","pioneer square japantown front",2,0,"Washington_Seattle",1.08947700310152e-07,0.474672708631577
"4364673","that customers electric power is restored as quickly as possible these outages result from events such as storms accidents",4,0,"Washington_Seattle",2.17895400620305e-07,0.136143242663397
"3129667","or e mail not be used for commercial purposes",84,0,"Washington_Seattle",4.5758034130264e-06,0.0703296703296703
"4652523","the tmp directs the sdot to make capital and service investments to help achieve this vision",2,0,"Washington_Seattle",1.08947700310152e-07,0.43503025987896
"1480794","employed go outside home disability",547,0,"Washington_Seattle",2.97971960348267e-05,0.2675
"198387","amenities such as pedestrian street lighting street trees street furniture and",7,0,"Washington_Seattle",3.81316951085533e-07,0.00913566221717315
"2093041","if currentstatuscategory",498,0,"Washington_Seattle",2.71279773772279e-05,0.0703562878467821
"1280757","detonation required not permitted",30,0,"Washington_Seattle",1.63421550465228e-06,0.267034567950257
"3867993","seattle",21054,0,"Washington_Seattle",0.00114689244116497,0.402017291066282
"2294440","internal structural walls of large vaults shall be provided with openings sufficient for",6,0,"Washington_Seattle",3.26843100930457e-07,0.0281898167264873
"2140614","improvement ne north of office supply develop into more of a gathering plaza read paper drink a cup of coffee wait",1,0,"Washington_Seattle",5.44738501550762e-08,0.0193287037037037
"2870653","neighbors",85,0,"Washington_Seattle",4.63027726318147e-06,0.211711711711712
"613822","be provided with its own prv",3,0,"Washington_Seattle",1.63421550465228e-07,0.436550793115086
"1693607","figure set top box for tivo or replay tv reception",1,0,"Washington_Seattle",5.44738501550762e-08,0.0817755050716741
"3543908","public health services health care for the homeless",27,0,"Washington_Seattle",1.47079395418706e-06,0.246968344795002
"1843827","fund appropriations allocations",45498,0,"Washington_Seattle",0.00247845123435566,0.227967301072808
"2169895","inclement weather or other emergency conditions shall not be compensated for",3,0,"Washington_Seattle",1.63421550465228e-07,0.479737643476224
"1353709","document library",597,0,"Washington_Seattle",3.25208885425805e-05,0.455436720142603
"2813788","multipurpose ltgo",9550,0,"Washington_Seattle",0.000520225268980977,0.215596159967038
"2141118","improvement projects",28,0,"Washington_Seattle",1.52526780434213e-06,0.349326852370007
"2677084","meet demand if adaptation options were deployed",1,0,"Washington_Seattle",5.44738501550762e-08,0.0755738414898224
"2925553","north rainier landbanked site park development",1237,0,"Washington_Seattle",6.73841526418292e-05,0.303967327887981
"872611","city light",10411,0,"Washington_Seattle",0.000567127253964498,0.197428139183056
"2605797","make a property or building complaint",2119,0,"Washington_Seattle",0.000115430088478606,0.238775510204082
"2175380","includes",190,0,"Washington_Seattle",1.03500315294645e-05,0.244825649350188
"2713980","mile area around the project trout species stocked in these lakes consist of westslope",3,0,"Washington_Seattle",1.63421550465228e-07,0.291297499507777
"4814303","total not living with owngrandchildren under",546,0,"Washington_Seattle",2.97427221846716e-05,0.271406880568986
"4949692","urban food systems program",1238,0,"Washington_Seattle",6.74386264919843e-05,0.240654205607477
"2227036","information technology and office space management support for all sdot business activities",15,0,"Washington_Seattle",8.17107752326142e-07,0.0612893065252769
"4926347","universe population years and over other living with one parent",681,0,"Washington_Seattle",3.70966919556069e-05,0.205630156932535
"1429267","ecology technical guidance manual for evaluating emerging stormwater treatment",6,0,"Washington_Seattle",3.26843100930457e-07,0.0549447462886539
"2316883","in thick insulation",3,0,"Washington_Seattle",1.63421550465228e-07,0.0164378151065263
"5240083","would occur over the next years and existing capacity could change with each new building",2,0,"Washington_Seattle",1.08947700310152e-07,0.0437411482624698
"873304","city light fund revenues",14154,0,"Washington_Seattle",0.000771022875094948,0.118523488298047
"1320911","directors rule dww stormwater manual",2413,0,"Washington_Seattle",0.000131445400424199,0.229818462726922
"3477469","projects about developing transportation choices in the city in prioritizing investments these plans",2,0,"Washington_Seattle",1.08947700310152e-07,0.00770239265814487
"2554041","location s charles st",24,0,"Washington_Seattle",1.30737240372183e-06,0.430982411364356
"63013","actuals rev",26268,0,"Washington_Seattle",0.00143091909587354,0.221246492299124
"235543","and dates by which they need to be completed for the initiative to be",1,0,"Washington_Seattle",5.44738501550762e-08,0.255102040816327
"508168","available for tree root growth these systems provide",3,0,"Washington_Seattle",1.63421550465228e-07,0.141175362591825
"4854441","transportation",15516,0,"Washington_Seattle",0.000845216259006162,0.21585804110069
"4318527","tank sfc type not reported",179,0,"Washington_Seattle",9.75081917775863e-06,0.219816905937317
"4763760","to be able to go to that viewpoint in perpetuity and see significant natural and developed",1,0,"Washington_Seattle",5.44738501550762e-08,0.0105820105820106
